n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,codes_types_mediations,codes_publics,codes_thematiques,lat,lon,BAN_latitude,BAN_longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode,BAN_depcode
Ref_0703,,12,Millau,12145,PINGPONG COWORK,,12100,21 RUE DU PONT DE FER 12100 MILLAU,,21 RUE DU PONT DE FER 12100 MILLAU ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.094847,3.08111,44.094847,3.08111,21 Rue du Pont de Fer,21 Rue du Pont de Fer 12100 Millau,Millau,12100,12
Ref_0704,,12,Saint Geniez d'Olt et d'Aubrac,12224,CENTRE SOCIAL DU PAYS D'OLT,,12130,2 RUE DU COURS 12130 SAINT GENIEZ DOLT ET DAUBRAC,,2 RUE DU COURS 12130 SAINT GENIEZ DOLT ET DAUBRAC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.465278,2.971895,44.465278,2.971895,2 Rue du Cours,2 Rue du Cours 12130 Saint Geniez d'Olt et d'Aubrac,Saint Geniez d'Olt et d'Aubrac,12130,12
Ref_0705,,12,Villefranche-de-Rouergue,12300,OUEST AVEYRON COMMUNAUTE,,12200,CHE DE 13 PIERRES BATIMENT INTERACTIS 12200 VILLEFRANCHE-DE-ROUERGUE,,CHE DE 13 PIERRES BATIMENT INTERACTIS 12200 VILLEFRANCHE-DE-ROUERGUE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.357175,2.02648,44.357175,2.02648,Chemin des 13 Pierres,Chemin des 13 Pierres 12200 Villefranche-de-Rouergue,Villefranche-de-Rouergue,12200,12
Ref_0706,,12,Villefranche-de-Rouergue,12300,ATELIERS DE LA FONTAINE,,12200,RUE DU SERGENT BORIES 12200 VILLEFRANCHE-DE-ROUERGUE,,RUE DU SERGENT BORIES 12200 VILLEFRANCHE-DE-ROUERGUE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.351287,2.036346,44.351287,2.036346,Rue du Sergent Jean-François Bories,Rue du Sergent Jean-François Bories 12200 Villefranche-de-Rouergue,Villefranche-de-Rouergue,12200,12
Ref_0707,,12,Laguiole,12119,CC AUBRAC  CARLADEZ ET VIADENE,,12210,1 RUE DU FAUBOURG 12210 LAGUIOLE,,1 RUE DU FAUBOURG 12210 LAGUIOLE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.683957,2.84567,44.683957,2.84567,1 Rue du Faubourg,1 Rue du Faubourg 12210 Laguiole,Laguiole,12210,12
Ref_0708,,12,Pont-de-Salars,12185,COMMUNE DE PONT DE SALARS,,12290,PL DE LA MAIRIE 12290 PONT-DE-SALARS,,PL DE LA MAIRIE 12290 PONT-DE-SALARS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.289678,2.70971,44.289678,2.70971,Place de la Mairie,Place de la Mairie 12290 Pont-de-Salars,Pont-de-Salars,12290,12
Ref_0709,,12,Bozouls,12033,ESPACE EMPLOI FORMATION BOZOULS COMTAL,,12340,1 RUE HENRI CAMVIEL CENTRE SOCIAL 12340 BOZOULS,,1 RUE HENRI CAMVIEL CENTRE SOCIAL 12340 BOZOULS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.469482,2.720593,44.469482,2.720593,1 Rue Henri Camviel,1 Rue Henri Camviel 12340 Bozouls,Bozouls,12340,12
Ref_0710,,12,Brusque,12039,COMMUNE DE BRUSQUE,,12360,PL ST JACQUES 12360 BRUSQUE,,PL ST JACQUES 12360 BRUSQUE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.767105,2.949439,43.767105,2.949439,Place Saint Jacques,Place Saint Jacques 12360 Brusque,Brusque,12360,12
Ref_0711,,12,Villefranche-de-Panat,12299,COMMUNE DE VILLEFRANCHE DE PANAT,,12430,1 AV LEVEZOU 12430 VILLEFRANCHE-DE-PANAT,,1 AV LEVEZOU 12430 VILLEFRANCHE-DE-PANAT ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.088005,2.704285,44.088005,2.704285,1 Avenue du Lévezou,1 Avenue du Lévezou 12430 Villefranche-de-Panat,Villefranche-de-Panat,12430,12
Ref_0712,,12,Luc-la-Primaube,12133,COMMUNE DE LUC,,12450,6 PL DU BOURG 12450 LUC-LA-PRIMAUBE,,6 PL DU BOURG 12450 LUC-LA-PRIMAUBE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.313941,2.535547,44.313941,2.535547,6 Place du Bourg,6 Place du Bourg 12450 Luc-la-Primaube,Luc-la-Primaube,12450,12
Ref_0713,,12,Espalion,12096,COMMUNE D ESPALION,,12500,PL SAINT GEORGES 12500 ESPALION,,PL SAINT GEORGES 12500 ESPALION ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.520451,2.762012,44.520451,2.762012,Place Saint-georges,Place Saint-georges 12500 Espalion,Espalion,12500,12
Ref_0714,,12,Onet-le-Château,12176,COMMUNE D ONET LE CHATEAU,,12850,12 RUE DES COQUELICOTS 12850 ONET-LE-CHATEAU,,12 RUE DES COQUELICOTS 12850 ONET-LE-CHATEAU ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.365669,2.593301,44.365669,2.593301,12 Rue des Coquelicots,12 Rue des Coquelicots 12850 Onet-le-Château,Onet-le-Château,12850,12
Ref_0715,,12,Onet-le-Château,12176,FONDATION AGIR CONTRE L'EXCLUSION AVEYRON,,12850,3 RUE DU MUGUET 12850 ONET-LE-CHATEAU,,3 RUE DU MUGUET 12850 ONET-LE-CHATEAU ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.363923,2.592858,44.363923,2.592858,3 Rue du Muguet,3 Rue du Muguet 12850 Onet-le-Château,Onet-le-Château,12850,12
Ref_0716,,30,Nîmes,30189,ASSOCIATION POUR LA MEDIATION ET L'AIDE A L'ORIENTATION SCOLAIRE,,30000,343 CHE DU PUITS DE LOUISET 30900 NIMES,,343 CHE DU PUITS DE LOUISET 30900 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.824601,4.314717,43.824601,4.314717,343 Chemin du Puits de Louiset,343 Chemin du Puits de Louiset 30900 Nîmes,Nîmes,30900,30
Ref_0717,,30,Nîmes,30189,MISSION LOCALE JEUNES,,30000,281 CHE DU MAS COQUILLARD 30900 NIMES,,281 CHE DU MAS COQUILLARD 30900 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.810815,4.330857,43.810815,4.330857,281 Chemin du Mas Coquillard,281 Chemin du Mas Coquillard 30900 Nîmes,Nîmes,30900,30
Ref_0718,,30,Nîmes,30189,ADEJO,,30000,1 RUE TERRAUBE 30000 NIMES,,1 RUE TERRAUBE 30000 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.830451,4.364038,43.830451,4.364038,1 Rue Terraube,1 Rue Terraube 30000 Nîmes,Nîmes,30000,30
Ref_0719,,30,Nîmes,30189,GROUPE SOS SOLIDARITES,,30000,9 RUE DE SAINT GILLES LOU CANTOU ACT 30000 NIMES,,9 RUE DE SAINT GILLES LOU CANTOU ACT 30000 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.831051,4.358673,43.831051,4.358673,9 Rue de Saint-Gilles,9 Rue de Saint-Gilles 30000 Nîmes,Nîmes,30000,30
Ref_0720,,30,Montpellier,34172,ASS LANGUEDOC ACCOMPAGNEMENT,,30000,PL JEAN ANTOINE CHAPTAL MSA DU LANGUEDOC 34000 MONTPELLIER,,PL JEAN ANTOINE CHAPTAL MSA DU LANGUEDOC 34000 MONTPELLIER ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.603126,3.867233,43.603126,3.867233,Place Jean Antoine Chaptal,Place Jean Antoine Chaptal 34000 Montpellier,Montpellier,34000,34
Ref_0721,,30,Nîmes,30189,DEPARTEMENT DU GARD,,30000,RUE GUILLEMETTE 30000 NIMES,,RUE GUILLEMETTE 30000 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.831652,4.363338,43.831652,4.363338,Rue Guillemette,Rue Guillemette 30000 Nîmes,Nîmes,30000,30
Ref_0723,,30,Nîmes,30189,CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE DU GARD,,30000,12 RUE DE LA REPUBLIQUE 30900 NIMES,,12 RUE DE LA REPUBLIQUE 30900 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.841207,4.320624,43.841207,4.320624,Chemin Pont de la République,Chemin Pont de la République 30900 Nîmes,Nîmes,30900,30
Ref_0724,,30,Nîmes,30189,LA POSTE,,30000,19 BD GAMBETTA 30000 NIMES,,19 BD GAMBETTA 30000 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.840627,4.359384,43.840627,4.359384,19 Boulevard Gambetta,19 Boulevard Gambetta 30000 Nîmes,Nîmes,30000,30
Ref_0725,,30,Nîmes,30189,COMMUNE DE NIMES,,30000,PL DE L HOTEL DE VILLE 30000 NIMES,,PL DE L HOTEL DE VILLE 30000 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.836344,4.359711,43.836344,4.359711,Rue de l'Hôtel de Ville,Rue de l'Hôtel de Ville 30000 Nîmes,Nîmes,30000,30
Ref_0726,,30,Alès,30007,ASS SOLIDARNET,,30100,132 BD TALABOT 30100 ALES,,132 BD TALABOT 30100 ALES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.127099,4.087114,44.127099,4.087114,132 Boulevard Talabot,132 Boulevard Talabot 30100 Alès,Alès,30100,30
Ref_0727,,30,Alès,30007,CA ALES AGGLOMERATION,,30100,2 RUE MICHELET BATIMENT ATOME 30100 ALES,,2 RUE MICHELET BATIMENT ATOME 30100 ALES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.124576,4.08121,44.124576,4.08121,2 Rue Michelet,2 Rue Michelet 30100 Alès,Alès,30100,30
Ref_0728,,30,Alès,30007,COMMUNE D ALES,,30100,PL DE L HOTEL DE VILLE 30100 ALES,,PL DE L HOTEL DE VILLE 30100 ALES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.124765,4.077308,44.124765,4.077308,Place de l'Hôtel de Ville,Place de l'Hôtel de Ville 30100 Alès,Alès,30100,30
Ref_0729,,30,Alès,30007,CTRE COM ACTION SOCIALE D ALES,,30100,5 RUE BARONNIE MAISON DES SOLIDARITES 30100 ALES,,5 RUE BARONNIE MAISON DES SOLIDARITES 30100 ALES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.124858,4.082901,44.124858,4.082901,5 Rue Baronnie,5 Rue Baronnie 30100 Alès,Alès,30100,30
Ref_0730,,30,Alès,30007,ASSOCIATION SESAMES,,30100,9 RUE DE L AIGOUAL 30100 ALES,,9 RUE DE L AIGOUAL 30100 ALES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.140461,4.087312,44.140461,4.087312,9 Rue de l'Aigoual,9 Rue de l'Aigoual 30100 Alès,Alès,30100,30
Ref_0731,,30,Alès,30007,ASSOCIATION LA CLEDE,,30100,8 AV MARCEL CACHIN ACTION SOCIALE 30100 ALES,,8 AV MARCEL CACHIN ACTION SOCIALE 30100 ALES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.120343,4.073741,44.120343,4.073741,8 Avenue Marcel Cachin,8 Avenue Marcel Cachin 30100 Alès,Alès,30100,30
Ref_0732,,30,Alès,30007,MINE DE TALENTS,,30100,131 IMP DES PALMIERS BAT J PIST OASIS 30100 ALES,,131 IMP DES PALMIERS BAT J PIST OASIS 30100 ALES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.1187,4.109791,44.1187,4.109791,131 Impasse des Palmiers,131 Impasse des Palmiers 30100 Alès,Alès,30100,30
Ref_0733,,30,Le Vigan,30350,COMMUNAUTE COM PAYS VIGANAIS CEVENNES MERIDIONALES,,30120,3 AV SERGENT TRIAIRE MAISON INTERCOMMUNALITE 30120 LE VIGAN,,3 AV SERGENT TRIAIRE MAISON INTERCOMMUNALITE 30120 LE VIGAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.990912,3.608085,43.990912,3.608085,3 Avenue du Sergent Triaire,3 Avenue du Sergent Triaire 30120 Le Vigan,Le Vigan,30120,30
Ref_0734,,30,Roquemaure,30221,COMMUNE DE ROQUEMAURE,,30150,1 CRS BRIDAINE 30150 ROQUEMAURE,,1 CRS BRIDAINE 30150 ROQUEMAURE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,44.051949,4.778648,44.051949,4.778648,1 Cours Bridaine,1 Cours Bridaine 30150 Roquemaure,Roquemaure,30150,30
Ref_0735,,30,Saint-Hippolyte-du-Fort,30263,COMMUNE DE SAINT-HIPPOLYTE-DU-FORT,,30170,PL DE LA MAIRIE 30170 SAINT-HIPPOLYTE-DU-FORT,,PL DE LA MAIRIE 30170 SAINT-HIPPOLYTE-DU-FORT ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.965496,3.858028,43.965496,3.858028,Place de la Mairie,Place de la Mairie 30170 Saint-Hippolyte-du-Fort,Saint-Hippolyte-du-Fort,30170,30
Ref_0736,,30,Bagnols-sur-Cèze,30028,COMMUNE DE BAGNOLS-SUR-CEZE,,30200,PL AUGUSTE MALLET 30200 BAGNOLS-SUR-CEZE,,PL AUGUSTE MALLET 30200 BAGNOLS-SUR-CEZE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.162052,4.619767,44.162052,4.619767,Place Auguste Mallet,Place Auguste Mallet 30200 Bagnols-sur-Cèze,Bagnols-sur-Cèze,30200,30
Ref_0737,,30,Remoulins,30212,COMMUNAUTE DE COMMUNES DU PONT DU GARD,,30210,21 AV DU PONT DU GARD 30210 REMOULINS,,21 AV DU PONT DU GARD 30210 REMOULINS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,43.937797,4.554932,43.937797,4.554932,21 Avenue du Pont-du-gard,21 Avenue du Pont-du-gard 30210 Remoulins,Remoulins,30210,30
Ref_0738,,30,Sommières,30321,CALADE CENTRE SOCIOCULTUREL INTERCOM,,30250,1 RUE DE LA POTERIE 30250 SOMMIERES,,1 RUE DE LA POTERIE 30250 SOMMIERES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.7857,4.087667,43.7857,4.087667,1 Rue Poterie,1 Rue Poterie 30250 Sommières,Sommières,30250,30
Ref_0739,,30,Sommières,30321,COMMUNAUTE DE COMMUNES DU PAYS DE SOMMIERES,,30250,PARC ACTIVITES DE LARNEDE 30250 SOMMIERES,,PARC ACTIVITES DE LARNEDE 30250 SOMMIERES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.782995,4.08065,43.782995,4.08065,Parc activites de la baumondiere,Parc activites de la baumondiere 44240 Sucé-sur-Erdre,Sucé-sur-Erdre,44240,44
Ref_0740,,30,Quissac,30210,CC DU PIEMONT CEVENOL,,30260,13 RUE DU DOCTEUR ROCHEBLAVE 30260 QUISSAC,,13 RUE DU DOCTEUR ROCHEBLAVE 30260 QUISSAC ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.908188,4.001386,43.908188,4.001386,13 Rue du Docteur Rocheblave,13 Rue du Docteur Rocheblave 30260 Quissac,Quissac,30260,30
Ref_0741,,30,Saint-Jean-du-Gard,30269,CTRE SOCIAL ET SOCIOCULTUREL L'OUSTAL,,30270,AV DE LA RESISTANCE ESPACE PAULHAN 30270 SAINT-JEAN-DU-GARD,,AV DE LA RESISTANCE ESPACE PAULHAN 30270 SAINT-JEAN-DU-GARD ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.102202,3.883701,44.102202,3.883701,Avenue de la Résistance,Avenue de la Résistance 30270 Saint-Jean-du-Gard,Saint-Jean-du-Gard,30270,30
Ref_0742,,30,Beaucaire,30032,LA POSTE,,30300,23 CRS GAMBETTA 30300 BEAUCAIRE,,23 CRS GAMBETTA 30300 BEAUCAIRE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.806071,4.643483,43.806071,4.643483,23 Cours Gambetta,23 Cours Gambetta 30300 Beaucaire,Beaucaire,30300,30
Ref_0743,,30,Marguerittes,30156,ENSEMBLE SOCIO CULTUR ASSOCIAT LOCAL,,30320,7 RUE DES CEVENNES 30320 MARGUERITTES,,7 RUE DES CEVENNES 30320 MARGUERITTES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.8617,4.442115,43.8617,4.442115,7 Rue des Cévennes,7 Rue des Cévennes 30320 Marguerittes,Marguerittes,30320,30
Ref_0744,,30,Saint-Julien-les-Rosiers,30274,ASSOCIATION CENTRE SOCIAL LE KIOSQUE,,30340,PL DE L EGLISE 30340 SAINT-JULIEN-LES-ROSIERS,,PL DE L EGLISE 30340 SAINT-JULIEN-LES-ROSIERS ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.179361,4.090917,44.179361,4.090917,Place de l’Eglise,Place de l’Eglise 30340 Saint-Julien-les-Rosiers,Saint-Julien-les-Rosiers,30340,30
Ref_0745,,30,Lédignan,30146,COMMUNE DE LEDIGNAN,,30350,55 RUE GEORGES DUMAS HOTEL DE VILLE 30350 LEDIGNAN,,55 RUE GEORGES DUMAS HOTEL DE VILLE 30350 LEDIGNAN ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.990148,4.107247,43.990148,4.107247,55 Rue Georges Dumas,55 Rue Georges Dumas 30350 Lédignan,Lédignan,30350,30
Ref_0746,,30,Villeneuve-lès-Avignon,30351,SI POUR LE DEVELOPPEMENT SOCIAL DES CANTONS DE VILLEVEUVE-LEZ-AVIGNON ET ROQUEMAURE (SIDSCAVAR),,30400,1 ALL PIERRE LOUIS LOISIL 30400 VILLENEUVE-LES-AVIGNON,,1 ALL PIERRE LOUIS LOISIL 30400 VILLENEUVE-LES-AVIGNON ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.968016,4.79405,43.968016,4.79405,1 Allée Pierre Louis Loisil,1 Allée Pierre Louis Loisil 30400 Villeneuve-lès-Avignon,Villeneuve-lès-Avignon,30400,30
Ref_0747,,30,Saint-Ambroix,30227,COMMUNAUTE DE COMMUNES DE CEZE CEVENNES,,30500,RTE DUZES 30500 SAINT-AMBROIX,,RTE DUZES 30500 SAINT-AMBROIX ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.251889,4.201588,44.251889,4.201588,Route d'Uzès,Route d'Uzès 30500 Saint-Ambroix,Saint-Ambroix,30500,30
Ref_0748,,30,Saint-Martin-de-Valgalgues,30284,COMMUNE DE SAINT-MARTIN-DE-VALGALGUES,,30520,2 PL ROBERT GUIBERT 30520 SAINT-MARTIN-DE-VALGALGUES,,2 PL ROBERT GUIBERT 30520 SAINT-MARTIN-DE-VALGALGUES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.162465,4.082843,44.162465,4.082843,2 Place Robert Guibert,2 Place Robert Guibert 30520 Saint-Martin-de-Valgalgues,Saint-Martin-de-Valgalgues,30520,30
Ref_0749,,30,Vauvert,30341,VAUVERT CONNECT,,30600,413 AV MAURICE PRIVAT 30600 VAUVERT,,413 AV MAURICE PRIVAT 30600 VAUVERT ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.691025,4.27111,43.691025,4.27111,413 Avenue Maurice Privat,413 Avenue Maurice Privat 30600 Vauvert,Vauvert,30600,30
Ref_0750,,30,Uzès,30334,COMMUNAUTE DE COMMUNES PAYS D'UZES,,30700,9 AV DU 8 MAI 1945 30700 UZES,,9 AV DU 8 MAI 1945 30700 UZES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.012893,4.412219,44.012893,4.412219,9 Avenue du 8 Mai 1945,9 Avenue du 8 Mai 1945 30700 Uzès,Uzès,30700,30
Ref_0751,,30,Uzès,30334,TIERS-LIEU LE 21,,30700,21 PL AUX HERBES 30700 UZES,,21 PL AUX HERBES 30700 UZES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.011523,4.418954,44.011523,4.418954,21 Place aux Herbes,21 Place aux Herbes 30700 Uzès,Uzès,30700,30
Ref_0752,,30,Saint-Quentin-la-Poterie,30295,CENTRE SOCIOCULTUREL INTERCOMMUNAL PIERRE MENDES FRANCE,,30700,AV LEON PINTARD ESPACE P. MENDES FRANCE 30700 SAINT-QUENTIN-LA-POTERIE,,AV LEON PINTARD ESPACE P. MENDES FRANCE 30700 SAINT-QUENTIN-LA-POTERIE ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.044254,4.443649,44.044254,4.443649,Avenue Léon Pintard,Avenue Léon Pintard 30700 Saint-Quentin-la-Poterie,Saint-Quentin-la-Poterie,30700,30
Ref_0753,,30,Uzès,30334,MAISON DES JEUNES DE LA CULTURE,,30700,PL DE VERDUN BP114 30700 UZES,,PL DE VERDUN BP114 30700 UZES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,44.013926,4.421021,44.013926,4.421021,Place de Verdun,Place de Verdun 30700 Uzès,Uzès,30700,30
Ref_0754,,30,Saint-Mamert-du-Gard,30281,COMMUNE DE SAINT-MAMERT-DU-GARD,,30730,HOTEL DE VILLE 30730 SAINT-MAMERT-DU-GARD,,HOTEL DE VILLE 30730 SAINT-MAMERT-DU-GARD ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.888251,4.186677,43.888251,4.186677,Rue des Tilleuls,Rue des Tilleuls 30730 Saint-Mamert-du-Gard,Saint-Mamert-du-Gard,30730,30
Ref_0755,,30,Nîmes,30189,POINT INFORMATION MEDIATION MULTI SERVICES DE NIMES,,30900,601 RUE NEPER ESPACE DIDEROT 30900 NIMES,,601 RUE NEPER ESPACE DIDEROT 30900 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,ACCDS,,,,MFS,,,ORDM-ACCN-COMP-SENS-ACCDS,,,43.827518,4.329242,43.827518,4.329242,601 Rue Néper,601 Rue Néper 30900 Nîmes,Nîmes,30900,30
Ref_0756,,30,Nîmes,30189,CHAMBRE D AGRICULTURE DU GARD,,30900,1120 RTE DE SAINT GILLES MAS DE LAGRICULTURE 30000 NIMES,,1120 RTE DE SAINT GILLES MAS DE LAGRICULTURE 30000 NIMES ,,,,,,,,,,,,,,,,,ORDM,,,,ACCN,,,,COMP,,,,SENS,,,,,,,,,,,ORDM-ACCN-COMP-SENS,,,43.83341,4.386938,43.83341,4.386938,Rue du Mas de Ville,Rue du Mas de Ville 30000 Nîmes,Nîmes,30000,30
