n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
Ref_0140,,31,Saint-Jean,,CREATEC - LES GRANGES,ASSOCIATION MJC SAINT JEAN,31240,33 terue route d'Albi,,33 terue route d'Albi 31240 Saint-Jean,Association,,,,direction@mjcstj31.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.664503,1.50383,,,,43.664503,1.50383,33 Route d'Albi 31240 Saint-Jean,0.82,housenumber,31488_b25y8n_00033,33,Route d'Albi,,31240,Saint-Jean,"31, Haute-Garonne, Occitanie",31488,,,
Ref_0141,,31,Saint-Lys,,MJC-Centre social,,31470,1 Rue des Glycines,,1 Rue des Glycines 31470 Saint-Lys,,Centre social,,05 34 48 56 91,centresocial@saint-lys.fr,,,,,,,,,Decembre 2019,,,COMP,,,,,,,,,,,,,,,,,,,,,,,,43.511462,1.17435,COMP,,,43.511462,1.17435,1 Rue des Glycines 31470 Saint-Lys,0.96,housenumber,31499_0138_00001,1,Rue des Glycines,,31470,Saint-Lys,"31, Haute-Garonne, Occitanie",31499,,,
Ref_0142,,31,Toulouse,,Médiathèque Grand M,,31000,37 avenue de la Reynerie,,37 avenue de la Reynerie 31000 Toulouse,Collectivité territoriale,Bibliothèque,,05 81 91 79 40,,www.bibliotheque.toulouse.fr,,,,,,,,Mars 2021,TP,,ORD,Impression et scan (10 centimes)  carte internet gratuite,,,ACCN,,,,,,,,,,,,,,,,,,,,43.567207,1.400819,ORD-ACCN,TP-Impression et scan (10 centimes)  carte internet gratuite,,43.567208,1.400818,37 Avenue de Reynerie 31100 Toulouse,0.85,housenumber,31555_7454_00037,37,Avenue de Reynerie,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0143,,31,Toulouse,,Combustible numérique,,31200,Atelier TA – 32 rue des Jumeaux,,Atelier TA – 32 rue des Jumeaux 31200 Toulouse,Association,Intervention itinérante  possible auprès de structures ou collectivités,,06 52 06 14 15,contact@combustible.fr,http://combustible.fr/,,,,,,,,Decembre 2019,,,COMP,TP-ETR-SEN-J,,,SENS,TP-ETR-SEN-J,,,,,,,,,,,,,,,APTIC,APTIC,,,43.615491,1.45039,COMP-SENS,TP-ETR-SEN-J-TP-ETR-SEN-J,,43.615492,1.45039,Rue des Jumeaux 31200 Toulouse,0.68,street,31555_4844,,Rue des Jumeaux,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0144,,31,Toulouse,,Trajectoire vers l'emploi,,31000,18 rue des couteliers,,18 rue des couteliers 31000 Toulouse,Association,Association,,05 34 41 15 99,asso.trajectoire@wanadoo.fr,www.trajectoireverslemploi.com,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.598479,1.44181,,,,43.598479,1.44181,18 Rue des Couteliers 31000 Toulouse,0.98,housenumber,31555_2372_00018,18,Rue des Couteliers,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0145,,31,Toulouse,,Lieu Ressource Formation,,31100,11 Place André Abbal,,11 Place André Abbal 31100 Toulouse,Association,Organisme de formation,,05 62 48 53 20,,https://www.lrf.asso.fr/,,,,,,,,Decembre 2019,,,COMP,TP,,,,,,,,,,,,,,,,,,,,,,,43.571324,1.40088,COMP,TP,,43.571324,1.40088,11 Place André Abbal 31100 Toulouse,0.98,housenumber,31555_0287_00011,11,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0146,,31,Toulouse,,CSF – Section Mirail,,31000,14 cheminement le Tintoret,,14 cheminement le Tintoret 31000 Toulouse,Association,Association,,,,www.csfmirailblf.wixsite.com/csfmirail,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.561405,1.398273,,,,43.561405,1.398273,14 Cheminement le Tintoret 31100 Toulouse,0.93,housenumber,31555_8435_00014,14,Cheminement le Tintoret,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0147,,31,Toulouse,,ADPAM,,31000,,,31000 Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805,Toulouse,0.96,municipality,31555,,Toulouse,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0148,,31,Toulouse,,Mieux Vivre Ensemble à la Gloire,,31000,2 rue du général Baurot,,2 rue du général Baurot 31000 Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.607658,1.470667,,,,43.607658,1.470667,2 Rue du Général Baurot 31500 Toulouse,0.88,housenumber,31555_3809_00002,2,Rue du Général Baurot,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0149,,31,Toulouse,,Mission Locale Bagatelle,Mission locale Toulouse,31100,35 rue du Lot,,35 rue du Lot 31100 Toulouse,,,,05 61 41 35 28,,https://www.mltoulouse.org/,,,,,,,,Decembre 2019,,,ACCDS,J,,,ACCDA,J,,,ORD,J,,,COMP,J,,,,,,,,,,,43.580211,1.411514,ACCDS-ACCDA-ORD-COMP,J-J-J-J,,43.580211,1.411514,35 Rue du Lot 31100 Toulouse,0.98,housenumber,31555_5340_00035,35,Rue du Lot,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0150,,31,Toulouse,,ASTREE,,31000,,,31000 Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805,Toulouse,0.96,municipality,31555,,Toulouse,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0151,,31,Toulouse,,La case de santé,,31000,17 place Arnaud Bernard,,17 place Arnaud Bernard 31000 Toulouse,Association,,,05 61 23 62 35,contact@casedesante.org,http://casedesante.org/lacase_horaires.html,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.610785,1.439371,,,,43.610785,1.439371,17 Place Arnaud Bernard 31000 Toulouse,0.98,housenumber,31555_0520_00017,17,Place Arnaud Bernard,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0152,,31,Toulouse,,Café social,,31000,38 rue Roquelaine,,38 rue Roquelaine 31000 Toulouse,Association,,,06 18 57 02 52,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6114,1.44663,,,,43.6114,1.44663,38 Rue Roquelaine 31000 Toulouse,0.98,housenumber,31555_7604_00038,38,Rue Roquelaine,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0153,,31,Toulouse,,Mairie de quartier de Serveyrolles – Soupetard,,31000,,,31000 Toulouse,Collectivité territoriale,Mairie de quartier,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805,Toulouse,0.96,municipality,31555,,Toulouse,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0154,,31,Toulouse,,Maison de la citoyenneté Centre,,31000,5 rue Paul Mériel,,5 rue Paul Mériel 31000 Toulouse,Collectivité territoriale,Maison de la citoyenneté,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603967,1.448082,,,,43.603967,1.448082,5 Rue Paul Mériel 31000 Toulouse,0.97,housenumber,31555_6632_00005,5,Rue Paul Mériel,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0155,,31,Toulouse,,CCAS,,31000,2 bis rue de belfort,,2 bis rue de belfort 31000 Toulouse,Collectivité territoriale,,,05 61 58 85 85,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.608668,1.452002,,,,43.608668,1.452002,2bis Rue de Belfort 31000 Toulouse,0.9,housenumber,31555_1000_00002_bis,2bis,Rue de Belfort,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0156,,31,Toulouse,,Centre d'Animation Soupetard,Toulouse Metropôle,31500,63 Chemin de Hérédia,,63 Chemin de Hérédia 31500 Toulouse,,,,05 31 22 99 70,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.614242,1.474656,,,,43.614243,1.474656,63 Chemin de Heredia 31500 Toulouse,0.98,housenumber,31555_4216_00063,63,Chemin de Heredia,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0157,,31,Toulouse,,MediPass,,31000,Le Clos Cezanne 40 chemin Amouroux,,Le Clos Cezanne 40 chemin Amouroux 31000 Toulouse,Association,,,06 10 45 05 29,medipass@free.fr,https://medipass.wixsite.com/medipass31,,,,,,,,Decembre 2019,,,ACCDS,TP,,,ACCDA,TP,,,,,,,,,,,,,,,,,,,43.62939,1.46575,ACCDS-ACCDA,TP-TP,,43.62939,1.46575,40 Chemin Amouroux 31500 Toulouse,0.61,housenumber,31555_0260_00040,40,Chemin Amouroux,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0158,,31,Toulouse,,Olympe SAVIF,,31000,3 Place Guy Hersant,Maison des associations,3 Place Guy Hersant 31000 Toulouse,Association,,,05 61 25 16 13,savifs@free.fr,https://olympesavif.wixsite.com/olympesavif,,,,,,,,Decembre 2019,,,ACCDS,Femme,,,ACCDA,Femme,,,,,,,,,,,,,,,,,,,43.577458,1.444038,ACCDS-ACCDA,Femme-Femme,,43.577458,1.444038,3 Place Guy Hersant 31400 Toulouse,0.87,housenumber,31555_4074_00003,3,Place Guy Hersant,,31400,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0159,,31,Toulouse,,CPAM Bagatelle,CPAM,31100,33 rue du Lot,,33 rue du Lot 31100 Toulouse,,Antenne CPAM,,3646 (numéro payant),,ameli.fr,8h30 - 17h,8h30 - 17h,8h30 - 17h,8h30 - 17h,8h30 - 16h,,,Mars 2021,TP,Gratuit,ORDM,TP,Bornes d'accès multi-services  accueil avec accompagnement,,,,,,ACCDS,,,,ACCDA,,,,,,,,,,,,43.580461,1.410717,ORDM-ACCDS-ACCDA,TP-TP,,43.580461,1.410717,33 Rue du Lot 31100 Toulouse,0.98,housenumber,31555_5340_00033,33,Rue du Lot,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0160,,31,Toulouse,,Partage Faourette,,31100,13 rue de l'ukraine,,13 rue de l'ukraine 31100 Toulouse,,Centre social,,05 34 60 13 16,,,,,,,,,,Decembre 2019,,,ORDM,,,,ACCDA,,,,COMP,,,,ACCN,,,,,,,,APTIC,APTIC,,,43.579038,1.414906,ORDM-ACCDA-COMP-ACCN,,,43.579038,1.414906,13 Rue de l'Ukraine 31100 Toulouse,0.97,housenumber,31555_8658_00013,13,Rue de l'Ukraine,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0161,,31,Toulouse,,Pôle Emploi La Cepiere,Pôle Emploi,31100,4 Chemin du Pigeonnierue de Cepière,,4 Chemin du Pigeonnierue de Cepière 31100 Toulouse,,Agence Pôle Emploi,,39 49 (numéro payant),,www.pole-emploi.fr,,,,,,,,Mars 2021,,,ORDM,,,,SENS,,,,ACCDS,,,,ACCDA,,,,,,,,,,,,43.586132,1.400742,ORDM-SENS-ACCDS-ACCDA,,,43.586132,1.400742,4 Chemin du Pigeonnier de la Cépière 31100 Toulouse,0.85,housenumber,31555_6926_00004,4,Chemin du Pigeonnier de la Cépière,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0162,,31,Toulouse,,Pôle Emploi Bellefontaine,Pôle Emploi,31100,63 allées de Bellefontaine,,63 allées de Bellefontaine 31100 Toulouse,,Agence Pôle Emploi,,39 49 (numéro payant),,www.pole-emploi.fr,8h45 - 12h45,8h45 - 12h45,8h45 - 12h45,8h45 - 12h45,8h45 - 12h45,,,Mars 2021,TP,Gratuit,ORDM,TP,Accueil avec accompagnement  impression et scan,,SENS,,,,ACCDS,,,,ACCDA,,,,COMP,TP,"Accès à ""l'emploi store"". Ateliers et formations : 11 postes sur inscription tous les jours de 12H45 à 16H45 sauf le jeudi ",,,,,,43.565759,1.399923,ORDM-SENS-ACCDS-ACCDA-COMP,TP-TP-TP,,43.565759,1.399923,63 Allée de Bellefontaine 31100 Toulouse,0.91,housenumber,31555_1009_00063,63,Allée de Bellefontaine,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0163,,31,Toulouse,,APSEM,,31100,3 rue Erik SATIE BP 35711,31057 Toulouse cedex 1,3 rue Erik SATIE BP 35711 31100 Toulouse,Association,,,05 34 60 39 40,apsem2@wanadoo.fr,http://apsem-formation.fr/,8H - 17 h,8H - 17 h,8H - 17 h,8H - 17 h,8H - 17 h,8H - 17 h,,Decembre 2019,,,COMP,,,,SENS,,,,,,,,,,,,,,,,,,,,43.568096,1.404642,COMP-SENS,,,43.568096,1.404642,3 Rue Erik Satie 31100 Toulouse,0.76,housenumber,31555_3034_00003,3,Rue Erik Satie,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0164,,31,Toulouse,,Bell'Arc en Ciel,,31100,14 passage G Duhamel,Apt 299,14 passage G Duhamel 31100 Toulouse,Association,,,09 66 82 55 84,assobellarcenciel@gmail.com,,,,,,,,,Decembre 2019,,,ACCDS,,,,SENS,,,,,,,,,,,,,,,,,,,,43.563623,1.394212,ACCDS-SENS,,,43.563623,1.394212,14 Passage Georges Duhamel 31100 Toulouse,0.8,housenumber,31555_3849_00014,14,Passage Georges Duhamel,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0165,,31,Toulouse,,Maison des Solidarites,Conseil Départemental,31100,9 rue du Doyen Lefebvre,,9 rue du Doyen Lefebvre 31100 Toulouse,Collectivité territoriale,,,05 62 87 41 50 ,,,8h30-12h / 13h30-17h (sur rendez-vous avec assistante sociale),8h30-12h / 13h30-17h,8h30-12h / 13h30-17h,8h30-12h / 13h30-17h,8h30-12h / 13h30-17h,,,Mars 2021,TP,Gratuit,ACCDS,,,,ACCDA,,,,ORDM,TP,Accueil avec accompagnement  impression et scan ,,,,,,,,,,,,,,43.566876,1.396803,ACCDS-ACCDA-ORDM,TP-TP,,43.566876,1.396803,9 Rue du Doyen Lefebvre 31100 Toulouse,0.97,housenumber,31555_2766_00009,9,Rue du Doyen Lefebvre,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0166,,31,Toulouse,,Regie de quartier Bellefontaine Services,,31100,41 rue Rimont,,41 rue Rimont 31100 Toulouse,Association,,,09 53 17 88 71,bellefontaine.toulouse@cnlrq.org,www.bellefontaine-services.com,,,,,,,,Decembre 2019,,,ACCN,,,,ACCDS,,,,,,,,,,,,,,,,,,,,43.562362,1.403889,ACCN-ACCDS,,,43.562362,1.403889,Rue de Rimont 31100 Toulouse,0.8,street,31555_7480,,Rue de Rimont,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0167,,31,Toulouse,,Conciergerie solidaire Desbals services,,31100,135 rue henri desbals,,135 rue henri desbals 31100 Toulouse,Association,,,05 62 14 12 55,desbals-services@wanadoo.fr,,,,,,,,,Decembre 2019,,,ACCN,,,,ACCDS,,,,,,,,,,,,,,,,,,,,43.581193,1.413177,ACCN-ACCDS,,,43.581193,1.413177,135 Rue Henri Desbals 31100 Toulouse,0.99,housenumber,31555_4140_00135,135,Rue Henri Desbals,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0168,,31,Toulouse,,Les imaginations fertiles,,31100,2 rue Raymond Lizop,,2 rue Raymond Lizop 31100 Toulouse,Association,,,05 61 40 92 16,contact@imaginationsfertiles.fr,,,,,,,,,Decembre 2019,,,W,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.567259,1.39852,W,,,43.567259,1.398521,2 Rue Raymond Lizop 31100 Toulouse,0.97,housenumber,31555_7314_00002,2,Rue Raymond Lizop,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0169,,31,Toulouse,,Regie de quartier Reynerie Services,,31100,12 place Abbal,,12 place Abbal 31100 Toulouse,Association,,,05 61 44 26 03,laure.reynerieservices@orange.fr,www.reynerie-services.com,8h30-12h30 / 13h30-16h,8h30 - 12h30 / 13h30 - 17h,8h30-12h30 / 13h30-16h,8h30-12h30 / 13h30-16h,8h30 - 11h,,,Mars 2021,,5 euros (prix de l'adhésion à la régie),ORDM,TP,Accueil avec accompagnement  impression et scan,,ENT,TP,5 places le lundi et le vendredi sur inscription,Combustible,,,,,,,,,,,,,,,,,43.571325,1.40107,ORDM-ENT,TP-TP,,43.571325,1.40107,12 Place André Abbal 31100 Toulouse,0.82,housenumber,31555_0287_00012,12,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0170,,31,Toulouse,,Alliances et Cultures MUP,,31100,14 chemin du Mirail,,14 chemin du Mirail 31100 Toulouse,Association,,,05 61 44 67 63,accueil.mup@alliancesetcultures.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.58124,1.400011,,,,43.58124,1.400011,14 Chemin du Mirail 31100 Toulouse,0.97,housenumber,31555_5976_00014,14,Chemin du Mirail,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0171,,31,Toulouse,,Mission Locale Mirail,Mission locale Toulouse,31100,4 allée André Maginot,,4 allée André Maginot 31100 Toulouse,Association,,,05 61 41 77 33,mirail@mltoulouse.org,,,Pour les jeunes de la mission locale : de 9H à 12H30 sur rendez-vous. En accès libre de 13H30 à 17H. ,Pour les jeunes de la mission locale : de 9H à 12H30 sur rendez-vous. En accès libre de 13H30 à 17H. ,Pour les jeunes de la mission locale : de 9H à 12H30 sur rendez-vous. En accès libre de 13H30 à 17H. ,Pour les jeunes de la mission locale : de 9H à 12H30 sur rendez-vous. En accès libre de 13H30 à 17H. ,,,Mars 2021,TP,Gratuit,ACCDS,J,,,ACCDA,J,,,ORDM,TP,Accueil avec accompagnement  impression et scan ,,,,,,,,,,,,,,43.571597,1.402813,ACCDS-ACCDA-ORDM,TP-J-J-TP,,43.571597,1.402813,4 Allée André Maginot 31100 Toulouse,0.97,housenumber,31555_0337_00004,4,Allée André Maginot,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0172,,31,Toulouse,,Maison de l'initiative,,31100,,,31100 Toulouse,Association,,,05 34 63 81 10,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805,Toulouse,0.83,municipality,31555,,Toulouse,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0173,,31,Toulouse,,N pays Okhan,,31100,,,31100 Toulouse,Association,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805,Toulouse,0.83,municipality,31555,,Toulouse,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0174,,31,Toulouse,,Parle avec elles,,31100,2 rue Jean Gilles,,2 rue Jean Gilles 31100 Toulouse,Association,,,06 29 17 61 04,associationparleavecelles@yahoo.fr,,10h - 18h,10h - 12h au 5 rue Erik Satie,10h - 18h,10h - 18h,,,,Mars 2021,TP,Sur RDV,ORDM,TP,Accueil avec accompagnement  Impression et scan,,ENT,TP,Le jeudi de 14h à 16h,Combustible,,,,,,,,,,,,,,,,,43.572437,1.401823,ORDM-ENT,TP-TP-TP,,43.572437,1.401823,2 Rue Jean Gilles 31100 Toulouse,0.98,housenumber,31555_4582_00002,2,Rue Jean Gilles,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0175,,31,Toulouse,,L'Ecole et Nous,,31100,10 cheminement Le Tintoret,,10 cheminement Le Tintoret 31100 Toulouse,Association,,,05 61 40 49 68 / 06 14 23 25 88,assoecoleetnous@gmail.com,www.ecoleetnous.wixsite.com,,,,,,,,Mars 2021,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.561224,1.398586,,,,43.561224,1.398586,10 Cheminement le Tintoret 31100 Toulouse,0.98,housenumber,31555_8435_00010,10,Cheminement le Tintoret,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0176,,31,Toulouse,,Bas d'immeubles,,31100,3 chemin Vincent d'Indy,,3 chemin Vincent d'Indy 31100 Toulouse,Association,,,05.62.14.19.70 / 09 72 83 40 47,bas.im@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.570219,1.406308,,,,43.570219,1.406308,3 Cheminement Vincent d'Indy 31100 Toulouse,0.83,housenumber,31555_8897_00003,3,Cheminement Vincent d'Indy,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0177,,31,Toulouse,,Voir et comprendre,,31100,18 avenue Winston Churchill,,18 avenue Winston Churchill 31100 Toulouse,Association,,,05 62 14 18 19,voir.comprendre@voiretcomprendre.fr,,9H30 - 17H30,9H30 - 17H30,9H30 - 17H30,9H30 - 17H30,9H30 - 17H30,,,Mars 2021,TP,Gratuit,ORDM,TP,Accueil avec accompagnement  impression et scan,,,,,,,,,,,,,,,,,,,,,,43.571984,1.401461,ORDM,TP-TP,,43.571984,1.401461,18 Avenue Winston Churchill 31100 Toulouse,0.98,housenumber,31555_8962_00018,18,Avenue Winston Churchill,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0178,,31,Toulouse,,Centre social municipal Bellefontaine Lafourguette,,31100,3 impasse Foulquier,,3 impasse Foulquier 31100 Toulouse,,Centre social,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.565354,1.40215,,,,43.565354,1.40215,3 Impasse François Foulquier 31100 Toulouse,0.78,housenumber,31555_3506_00003,3,Impasse François Foulquier,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0179,,31,Toulouse,,Centre social alliances & Cultures Mirail rive droite,,31100,2 cheminement andré messager,,2 cheminement andré messager 31100 Toulouse,,Centre social,,05 61 44 67 63,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.572473,1.405883,,,,43.572473,1.405883,Cheminement André Messager 31100 Toulouse,0.93,street,31555_0318,,Cheminement André Messager,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0180,,31,Toulouse,,Centre social CAF Reynerie,,31100,15 place Abbal,,15 place Abbal 31100 Toulouse,,Centre social,Service public,05 34 60 83 92,reynerie.cs@caftoulouse.fr,, 9H30 - 16H30 (et 18H quand la ludothèque est ouverte), 9H30 - 16H30 (et 18H quand la ludothèque est ouverte), 9H30 - 16H30 (et 18H quand la ludothèque est ouverte), 9H30 - 16H30 (et 18H quand la ludothèque est ouverte), 9H30 - 16H30 (et 18H quand la ludothèque est ouverte),,,Mars 2021,TP,8 euros pour l'année,ACCDA,TP,Atelier de conversation en français avec aide informatique le mercredi et vendredi de 9H à 10H30,,ORDM,TP,Bornes avec points d'accès numérique  impression et scan,,,,,,,,,,,,,,,,,,43.571282,1.402395,ACCDA-ORDM,TP-TP-TP,,43.571282,1.402395,15 Place André Abbal 31100 Toulouse,0.82,housenumber,31555_0287_00015,15,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0181,,31,Toulouse,,Espaces Seniors Connectes,,31100,14 place Abbal,,14 place Abbal 31100 Toulouse,Collectivité territoriale,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.571328,1.401353,,,,43.571328,1.401353,14 Place André Abbal 31100 Toulouse,0.82,housenumber,31555_0287_00014,14,Place André Abbal,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0182,,31,Toulouse,,point information jeunesse (PIJ) Mirail,,31100,6 chemin Edgarue Varese,,6 chemin Edgarue Varese 31100 Toulouse,Association,,,05 61 72 45 37,pijtoulouse@crij.org,www.ij-mirail.org,14h - 17h ,14h - 17h ,10h - 12h,14h - 17h ,10h - 12h,,,Mars 2021,TP,Gratuit,ORD,TP,,,ORDM,TP,Sur RDV,,ENT,J,Atelier thématique pour les public de moins de 30 ans les mercredi de 14h à 16h,,,,,,,,,,,,,,43.573614,1.40405,ORD-ORDM-ENT,TP-TP-TP-J,,43.573614,1.40405,6 Cheminement Edgard Varèse 31100 Toulouse,0.73,housenumber,31555_2874_00006,6,Cheminement Edgard Varèse,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0183,,31,Toulouse,,PIJ,,31100,,,31100 Toulouse,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.603746,1.434497,,,,43.604082,1.433805,Toulouse,0.83,municipality,31555,,Toulouse,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0184,,31,Toulouse,,MCEF,,31100,57 allées de Bellefontaine,,57 allées de Bellefontaine 31100 Toulouse,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.565245,1.400657,,,,43.565245,1.400657,57 Allée de Bellefontaine 31100 Toulouse,0.91,housenumber,31555_1009_00057,57,Allée de Bellefontaine,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0185,,31,Toulouse,,maison des solidarités Borderouge,Conseil départemental,31200,4 rue françoise d'eaubonne,Bat A,4 rue françoise d'eaubonne 31200 Toulouse,Collectivité territoriale,,,05 34 36 17 00,,,,,,,,,,Decembre 2019,,,ORD,,,,ACCDA,,,,,,,,,,,,,,,,,,,,43.642506,1.453359,ORD-ACCDA,,,43.642506,1.453359,4 Rue Françoise d'Eaubonne 31200 Toulouse,0.97,housenumber,31555_3549_00004,4,Rue Françoise d'Eaubonne,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0186,,31,Toulouse,,LA FABRIQUE SOLIDAIRE DES MINIMES (FA SOL MI),,31200,29 bis avenue des Mazades,local des Mazades,29 bis avenue des Mazades 31200 Toulouse,Association,,,05 61 25 38 28,,www.lafabriquesolidaire.org,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,9h30 - 12h30 et 13h30 - 17h,,Decembre 2019,,,ORDM,,,,SENS,,,,COMP,,,,,,,,,,,,APTIC,APTIC,,,43.623129,1.441383,ORDM-SENS-COMP,,,43.623129,1.441383,29bis Avenue des Mazades 31200 Toulouse,0.91,housenumber,31555_5848_00029_bis,29bis,Avenue des Mazades,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
