rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions
RH_fiche_781_,Ref_0781,,,48,=48=,Bourg,52062,COMMUNE DE BOURG,,48100,RUE DE LEGLISE 52200 BOURG,,RUE DE LEGLISE 52200 BOURG ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_782_,Ref_0782,,,48,=48=,Marvejols,48092,COMMUNAUTE DE COMMUNES DU GEVAUDAN,,48100,4 RUE DES CHAZELLES POLE DACTIVITES DU GEVAUDAN 48100 MARVEJOLS,,4 RUE DES CHAZELLES POLE DACTIVITES DU GEVAUDAN 48100 MARVEJOLS ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",MFS,France Services,,
RH_fiche_783_,Ref_0783,,,48,=48=,Sainte-Croix-Vallée-Française,48144,FOYER RURAL DE LA VALLEE FRANCAISE,,48110,MAIRIE 48110 SAINTE-CROIX-VALLEE-FRANCAISE,,MAIRIE 48110 SAINTE-CROIX-VALLEE-FRANCAISE ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_784_,Ref_0784,,,48,=48=,Mont Lozère et Goulet,48027,COMMUNAUTE DE COMMUNES MONT LOZERE,,48190,RTE DU MONT LOZERE 48190 MONT LOZERE ET GOULET,,RTE DU MONT LOZERE 48190 MONT LOZERE ET GOULET ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",MFS,France Services,,
RH_fiche_785_,Ref_0785,,,48,=48=,Saint-Chély-d'Apcher,48140,DES TERRES D'APCHER-MARGERIDE-AUBRAC,,48200,67 RUE THEOPHILE ROUSSEL MAIRIE 48200 SAINT CHELY DAPCHER,,67 RUE THEOPHILE ROUSSEL MAIRIE 48200 SAINT CHELY DAPCHER ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",MFS,France Services,,
RH_fiche_786_,Ref_0786,,,48,=48=,Chanac,48039,LA POSTE,,48230,5372 RUE DES ECOLES 48230 CHANAC,,5372 RUE DES ECOLES 48230 CHANAC ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_787_,Ref_0787,,,48,=48=,Ventalon en Cévennes,48152,EPI DE MAINS,,48240,RTE DES CRETES LESPINAS 48160 VENTALON EN CEVENNES,,RTE DES CRETES LESPINAS 48160 VENTALON EN CEVENNES ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_788_,Ref_0788,,,48,=48=,Langogne,48080,COMMUNAUTE DE COMMUNES DU HAUT ALLIER,,48300,1 QUAI DU LANGOUYROU ESPACE RAYNAL 48300 LANGOGNE,,1 QUAI DU LANGOUYROU ESPACE RAYNAL 48300 LANGOGNE ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",MFS,France Services,,
RH_fiche_789_,Ref_0789,,,48,=48=,Florac Trois Rivières,48061,LA POMPE,,48400,11 QUA DU PONT DU TARN 48400 FLORAC TROIS RIVIERES,,11 QUA DU PONT DU TARN 48400 FLORAC TROIS RIVIERES ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_790_,Ref_0790,,,48,=48=,La Canourgue,48034,COMMUNE DE LA CANOURGUE,,48500,PL DU PRE COMMUN 48500 LA CANOURGUE,,PL DU PRE COMMUN 48500 LA CANOURGUE ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",MFS,France Services,,
RH_fiche_791_,Ref_0791,,,48,=48=,Monts-de-Randon,48127,RANDON - MARGERIDE,,48700,MAIRIE 48700 MONTS-DE-RANDON,,MAIRIE 48700 MONTS-DE-RANDON ,,,,,,,,,,,,,,,,,,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",MFS,France Services,,
