rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_603_,Ref_0603,,34,=34=,SETE,,Agence Retraite de Sète,Immeuble le Settim,34200,97 boulevard Camille Blanc,,97 boulevard Camille Blanc 34200 SETE,,,,,,39 60,,https://www.lassuranceretraite.fr,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_604_,Ref_0604,,34,=34=,PEZENAS,,Lieux d'Accès Multimédia de Pézenas (APP),,34120,2 rue des Docteurs Bastard,,2 rue des Docteurs Bastard 34120 PEZENAS,,,,,,04 67 98 31 10,app.pezenas.servian@gmail.com,,,,,,,,,,juil-22,,Gratuit;Payant;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_605_,Ref_0605,,34,=34=,MARSILLARGUES,,Espace de médiation numérique-permanence MARSILLARGUES (Adages espace famille),Centre socioculturel Louis Nicollin,34590,100 rue Edmond Rostand,,100 rue Edmond Rostand 34590 MARSILLARGUES,,,,,,,,,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_606_,Ref_0606,,34,=34=,GIGEAN,,Espace de médiation numérique-permanence GIGEAN (IFIIP),,34770,13 rue de la République,,13 rue de la République 34770 GIGEAN,,,,,,,,,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_607_,Ref_0607,,34,=34=,SETE,,Point d'Accueil Numérique - Concerthau,,34200,23 A Place Le Sardinal,,23 A Place Le Sardinal 34200 SETE,,,,,,04.67.46.13.40,concerthau@free.fr,http://www.concerthau.com,,,,,,,,,juil-22,,Payant;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDS,,,=34=
RH_fiche_608_,Ref_0608,,34,=34=,MEZE,,Point d'Accueil Numérique - CCAS de Mèze,Résidence le Courrier du Printemps,34140,Rue Edouard et Juliette Massal,,Rue Edouard et Juliette Massal 34140 MEZE,,,,,,04 67 43 60 67,serviceadministratif@ccas-ville-meze.fr,http://www.ville-meze.fr,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDS,,,=34=
RH_fiche_609_,Ref_0609,,34,=34=,FRONTIGNAN,,Point d'Accueil Numérique - Espace de Vie Sociale Femmes en Languedoc-Roussillon,,34110,5 Avenue Pasteur,,5 Avenue Pasteur 34110 FRONTIGNAN,,,,,,04.34.53.54.62,femmesenlanguedoc@gmail.com,https://femmesenlanguedoc.wordpress.com/,,,,,,,,,juil-22,,Inscription obligatoire;Payant;Sur Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",APTIC,APTIC,,,,,ACCDS,,,=34=
RH_fiche_610_,Ref_0610,,34,=34=,MEZE,,Point d'Accueil Numérique - Ligue de l'Enseignement Hérault - Mèze,,34140,23 chemin de l'Etang,,23 chemin de l'Etang 34140 MEZE,,,,,,04 67 43 87 88,sete@laligue34.org,http://www.laligue34.org,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDS,,,=34=
RH_fiche_611_,Ref_0611,,34,=34=,SETE,,Point d'Accueil Numérique - Ligue de l'Enseignement Hérault - Sète,Résidence Le Globe,34200,79 Avenue Antoine de Saint-Exupéry,,79 Avenue Antoine de Saint-Exupéry 34200 SETE,,,,,,04 67 53 60 29,sete@laligue34.org,http://www.laligue34.org,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",APTIC,APTIC,,,,,ACCDS,,,=34=
RH_fiche_612_,Ref_0612,,34,=34=,AGDE,,Point d'Accueil Numérique - IFIIP,,34300,12 bis chemin d'Agde au Mont Saint-Loup,,12 bis chemin d'Agde au Mont Saint-Loup 34300 AGDE,,,,,,04 67 00 29 52,contact@ifiipfr,,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDS,,,=34=
RH_fiche_613_,Ref_0613,,34,=34=,MONTPELLIER,,Agence Retraite de Montpellier,,34000,72 boulevard Pénélope,,72 boulevard Pénélope 34000 MONTPELLIER,,,,,,39 60,,http://www.lassuranceretraite.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDS,,,=34=
RH_fiche_614_,Ref_0614,,34,=34=,MONTPELLIER,,Lieu d'Accès Multimédia de l'association Jasmin d'Orient,La maison du vivre ensemble,34070,1 bis rue Jean Vachet,,1 bis rue Jean Vachet 34070 MONTPELLIER,,,,,,04 99 51 62 78,jasmindorient34@gmail.com,https://www.jasmindorient.fr/,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_615_,Ref_0615,,34,=34=,MEZE,,Relais Numérique Itinérant - APIJE,Résidence le Courrier du Printemps,34140,Rue Edouard et Juliette Massal,,Rue Edouard et Juliette Massal 34140 MEZE,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_616_,Ref_0616,,34,=34=,MARSEILLAN,,Relais Numérique Itinérant - APIJE,Mairie,34340,1 Rue du Général De Gaulle,,1 Rue du Général De Gaulle 34340 MARSEILLAN,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_617_,Ref_0617,,34,=34=,BALARUC-LES-BAINS,,Relais Numérique Itinérant - APIJE,Espace Louise Michel,34540,Rue des Écoles,,Rue des Écoles 34540 BALARUC-LES-BAINS,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_618_,Ref_0618,,34,=34=,LOUPIAN,,Relais Numérique Itinérant - APIJE,CCAS,34140,18 Rue des Logis,,18 Rue des Logis 34140 LOUPIAN,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_619_,Ref_0619,,34,=34=,VILLEVEYRAC,,Relais Numérique Itinérant - APIJE,CCAS,34560,1 Place de la République,,1 Place de la République 34560 VILLEVEYRAC,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_620_,Ref_0620,,34,=34=,POUSSAN,,Relais Numérique Itinérant - APIJE,Mairie,34560,1 Place de la Mairie,,1 Place de la Mairie 34560 POUSSAN,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_621_,Ref_0621,,34,=34=,MONTBAZIN,,Relais Numérique Itinérant - APIJE,Maison des sports,34560,12 Rue de la Carrierasse,,12 Rue de la Carrierasse 34560 MONTBAZIN,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_622_,Ref_0622,,34,=34=,MIREVAL,,Relais Numérique Itinérant - APIJE,Mairie,34110,7 Place louis Aragon,,7 Place louis Aragon 34110 MIREVAL,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_623_,Ref_0623,,34,=34=,LUNEL,,LAM Association APIJE,,34400,90 rue de l’industrie,,90 rue de l’industrie 34400 LUNEL,,,,,,04 67 71 48 50,espace.numeriquelunel@apije.org,,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,ACCDA-ACCDS,,,=34=
RH_fiche_624_,Ref_0624,,34,=34=,FRONTIGNAN,,France Services FRONTIGNAN,,34110,5 rue du député Lucien Salette,,5 rue du député Lucien Salette 34110 FRONTIGNAN,,,,,,04 67 18 50 64,france.services@frontignan.fr,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_625_,Ref_0625,,34,=34=,CLARET,,France Services CLARET (La Poste),La Poste,34270,Place de l'Hermet,,Place de l'Hermet 34270 CLARET,,,,,,04 67 59 00 38,claret@france-services.gouv.fr,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_626_,Ref_0626,,34,=34=,MONTPELLIER,,France Services MONTPELLIER ALCO (FACE HERAULT),,34080,101 rue Robert Fabre,,101 rue Robert Fabre 34080 MONTPELLIER,,,,,,04 99 23 17 69,face.herault@fondationface.org,,,,,,,,,,juil-22,,Sans Rendez-Vous;Sur Rendez-Vous;Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_627_,Ref_0627,,34,=34=,LODEVE,,France Services LODEVE (LODEVOIS ET LARZAC),,34700,1 place capitaine Francis Morand,,1 place capitaine Francis Morand 34700 LODEVE,,,,,,04 11 95 01 40,franceservices@lodevoisetlarzac.fr,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_628_,Ref_0628,,34,=34=,OLONZAC,,France Services OLONZAC,,34210,35 route d’Oupia,,35 route d’Oupia 34210 OLONZAC,,,,,,09 74 05 89 53,franceservices.olonzac@cdcmc.fr,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_629_,Ref_0629,,34,=34=,ROUJAN,,France Services ROUJAN (La Ligue 34),Maison de la Solidarité,34320,35 avenue de Pézenas,,35 avenue de Pézenas 34320 ROUJAN,,,,,,04 67 24 50 80,msap.roujan@gmail.com,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_630_,Ref_0630,,34,=34=,SAINT-GERVAIS-SUR-MARE,,France Services SAINT-GERVAIS-SUR-MARE (La Poste),La Poste,34610,34 rue de Castres,,34 rue de Castres 34610 SAINT-GERVAIS-SUR-MARE,,,,,,04 67 23 36 47,saint-gervais-sur-mare@france-services.gouv.fr,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_631_,Ref_0631,,34,=34=,CAPESTANG,,France Services CAPESTANG (SUD HERAULT),,34310,6 place Ferrer,,6 place Ferrer 34310 CAPESTANG,,,,,,04 67 26 37 10,franceservices@cc-sud-herault.fr,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_632_,Ref_0632,,34,=34=,LA SALVETAT-SUR-AGOUT,,France Services LA SALVETAT-SUR-AGOUT (La Poste),La Poste,34330,Voie Pastorale,,Voie Pastorale 34330 LA SALVETAT-SUR-AGOUT,,,,,,04 67 97 61 43,la-salvetat-sur-agout@france-services.gouv.fr,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
RH_fiche_633_,Ref_0633,,34,=34=,AGDE,,France Services CAP D'AGDE (HERAULT MEDITERRANEE),Maison du travail saisonnier,34300,avenue des sergents,,avenue des sergents 34300 AGDE,,,,,,04 67 01 24 22,msap@agglohm.net,,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=34=
